ผู้ได้รับการเสนอชื่อสรรหาเป็นสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ภาคเอกชน,นายสิงห์  ตั้งเจริญชัยชนะ,สมาคมสื่อมวลชนจังหวัดกาญจนบุรี,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสิทธิชัย บือแนสะเตง,มูลนิธิวัฒนธรรมอิสลามภาคใต้,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางสีวิกา กิตติยังกุล,สมาคมพัฒนาคุณภาพชีวิตบนที่สูง,หญิง,51-60 ปี,ปริญญาโท,รับจ้าง,
ภาคเอกชน,พลตำรวจโทสุกิจ  อุดมเศรษฐ์,มูลนิธิอร่าม โล่ห์วีระ,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายสุขุมรัฎฐ์  สาริบุตร,มูลนิธิกรุณา,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นางสาวสุจินตนา  จรรยาทิพย์สกุล,มูลนิธิลุ่มแม่น้ำโขงเพื่อการพัฒนาแบบยั่งยืน,หญิง,40-50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายสุทธยา  จรรยงค์,สมาคมผู้ปกครองและครูโรงเรียนคงคาราม,ชาย,71-80 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นางสุทธินี  เมธีประภา,สมาคมบัณฑิตสตรีทางกฎหมายแห่งประเทศไทย ในพระบรมราชินูปถัมภ์,หญิง,51-60 ปี,ปริญญาโท,นักกฎหมาย,
ภาคเอกชน,นายสุทธิศักดิ์  ประศาสน์ครุการ,สมาคมอุตสาหกรรมเพลงไทย,ชาย,40-50 ปี,ปริญญาโท,รับจ้าง,
ภาคเอกชน,นายสุทิน  ธราทิน,สมาคมส่งเสริมศักยภาพองค์กรชุมชนภาคเหนือ,ชาย,40-50 ปี,ปริญญาโท,รัฐวิสาหกิจ,
ภาคเอกชน,นายสุเทพ  อติวรรณกุล,หอการค้าจังหวัดนครพนม,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,พันตำรวจเอกสุธน  ภู่เอี่ยม,มูลนิธิชาวธรรมศาสตร์จังหวัดเลย,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายสุธน จิตร์มั่น,สมาคมกีฬาคนตาบอดในประเทศไทย,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุธรรม  จิตรานุเคราะห์,สมาคมเจ้าของและตัวแทนเรือกรุงเทพฯ ,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุธรรม  พันธุศักดิ์,มูลนิธิอาจารย์กอง วิสุทธารมณ์ เพื่อกิจการลูกเสือ,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางสุธีรา  ผ่องใส,สหกรณ์การเกษตรเมืองแกลง,หญิง,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางสุธีรา  วิจิตรานนท์,สมาคมส่งเสริมสถานภาพสตรีฯ,หญิง,61-70 ปี,ปริญญาเอก,อื่นๆ,
ภาคเอกชน,พลเอกสุนทร  ขำคมกุล,มูลนิธิศิษย์เก่าโรงเรียนเตรียมทหาร,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการประจำ,
ภาคเอกชน,นางสุนันทา  โตบัว,สมาคมนักธุรกิจใหม่ ไทย-จีน,หญิง,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุพจน์  พฤกษะวัน,มูลนิธิพัฒนาสี่แยกอินโดจีน,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นางสุพิน  ทองธานี,มูลนิธิพุทธธรรม,หญิง,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นางสุภาพรรณ  พิชัยรณรงค์สงคราม,สมาคมสตรีนักธุรกิจและวิชาชีพแห่งปรเทศไทย-กรุงเทพฯ ในพระบรมราชินูปถัมภ์,หญิง,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุเมธ  โกษาแสง,สหกรณ์ออมทรัพย์สาธารณสุขนครพนมจำกัด,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายสุรชัย  สุทธิวรชัย,สมาคมนายจ้างส่งเสริมผู้ค้าอสังหาริมทรัพย์,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,ว่าที่ร้อยตรีสุรพล  ดวงแข,สมาคมศิษย์เก่าโรงเรียนวัดเขมาภิรตาราม,ชาย,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายสุรินทร์  ชัยวีระไทย,สมาคมจีนจังหวัดพิษณุโลก,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,พลเอกสุรินทร์  พิกุลทอง,มูลนิธิชาวเหนือ,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายสุวรรณ  รชตะพร,มูลนิธิพัฒนาประชากรและอาหาร,ชาย,51-60 ปี,ปริญญาเอก,แพทย์,
ภาคเอกชน,นายสุวันชัย  แสงสุขเอี่ยม,มูลนิธิชัยนาวีพัฒนา,ชาย,40-50 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุวิทย์  รัตนจินดา,สมาคมผู้รับจัดการขนส่งสินค้าระหว่างประเทศ,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายสุวิทย์  รุ่งวิสัย,สมาคมนิสิตเก่าจุฬากรณ์มหาวิทยาลัยภาคเหนือ,ชาย,61-70 ปี,ปริญญาเอก,พนักงานของรัฐ,
ภาคเอกชน,นายเสถียร  เศรษฐสิทธิ์,มูลนิธิเสฐียรโกเศศ นาคะประทีป,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายเสริมชัย  กิตติรัตนไพบูลย์,หอการค้าจังหวัดเชียงราย,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายเสรี  พงศ์พิศ,มูลนิธิหมู่บ้าน,ชาย,61-70 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายแสงชัย  โสตถีวรกุล,สภาองค์การนายจ้างไทยสากล,ชาย,61-70 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายแสงชัย  เอกพัฒนพาณิชย์,สมาคมนายจ้างอุตสาหกรรมไฟฟ้าและอิเล็กทรอนิกส์ไทย,ชาย,51-60 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายแสวง  เครือวิวัฒนกุล,สมาคมโรงแรมจังหวัดเชียงราย,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายแสวง  ชัยวรรณเสถียร,สมาคมการค้าอสังหาริมทรัพย์ จังหวัดเชียงใหม่-ลำพูน,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโสภณ  จันเทรมะ,สมาคมกวางสี (ประเทศไทย),ชาย,71-80 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายโสภณ  สวัสดิโภชา,สมาคมคุ้มครองผู้บริโภคจังหวัดสุราษฎร์ธานี,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นางโสภา  ชูพิกุลชัย ชปีลมันน์,มูลนิธิโสภาธารน้ำใจ เพื่อพัฒนาสังคมไทย,หญิง,61-70 ปี,ปริญญาเอก,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายโสฬส  วัฒนศิลป์,สมาคมขนส่งทางบก,ชาย,40-50 ปี,ปริญญาโท,นักกฎหมาย,
ภาคเอกชน,นายไสว  มุทุกันต์,สมาคมกู้ภัยอำนาจเจริญ,ชาย,40-50 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายไสว  หาญหทัยพันธ์,มูลนิธิพะเยาสงเคราะห์-โรงเรียนประชาบำรุง,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายหทัย  ชิตานนท์,มูลนิธิสาธารณสุขแห่งชาติ,ชาย,71-80 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายหลักชัย  กิตติพล,สมาคมยางพาราไทย,ชาย,51-60 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายหาญ  เชี่ยวชาญ,มูลนิธิพิทักษ์กาญจน์,ชาย,61-70 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,พันตำรวจเอก (พิเศษ)หิรัญ  สุขปุณพันธ์,สมาคมข้าราชการบำนาญและผู้สูงอายุจังหวัดสตูล,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นางสาวแหวนดี  อุทโท,สหกรณ์ออมทรัพย์มหาวิทยาลัยมหิดล,หญิง,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายองอาจ ผ่องลักษณ์,สมาคมโรงงานผลิตภัณฑ์มันสำปะหลังไทย,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายอโณทัย  ฤทธิปัญญาวงศ์,สภาอุตสาหกรรมจังหวัดชลบุรี,ชาย,61-70 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคเอกชน,นายอโณทัย  ฤทธิปัญญาวงศ์,หอการค้าจังหวัดชลบุรี,ชาย,61-70 ปี,ปริญญาโท,ที่ปรึกษา,1
ภาคเอกชน,นายอดินันท์ แสงหิรัญ,สมาคมกำลังสำรองรักษาดินแดนไทย,ชาย,71-80 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอดิเรก  รัตนธัญญา,สมาคมกรรมการสถานศึกษาขั้นพื้นฐานแห่งประเทศไทย,ชาย,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายอดิศร รัตนาภิรตานนท์,หอการค้าจังหวัดนนทบุรี,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอนันท์  ทองแก้ว,มูลนิธิพระครูเกษมนวการ (แปลก เขมโก),ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายอนิรุทธิ์  ประทุมยศ,ร้านสหกรณ์ระยอง จำกัด,ชาย,51-60 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายอนุชิต  งามขจรวิวัฒน์,มูลนิธิโรงเรียนจ้องฮั้ว,ชาย,51-60 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายอนุศักดิ์  มโนรมย์ภัทรสาร,สมาคมผู้ค้าอัญมณีและเครื่องประดับจันทบุรี,ชาย,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอเนก  ศรีชีวะชาติ,สมาคมไทยบริการท่องเที่ยว,ชาย,71-80 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายอภิชชาติ  ญาณวิชรา,ศูนย์เครือข่ายพิทักษ์ประชาธิปไตย จ.กาญจนบุรี,ชาย,40-50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอภิชาติ  พัชรภิญโญพงศ์,สมาคมเรือไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอภิชิต  วิโนทัย,สมาคมหยาดฝน จังหวัดตรัง,ชาย,40-50 ปี,ปริญญาโท,นักกฎหมาย,
ภาคเอกชน,นายอมร  อภิธนาคุณ,สมาคมชาวไทยเชื้อสายจีน,ชาย,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,พันโทอรรควุฒิ  นันทา,สมาคมนักเรียนเก่านายกวัฒนากร,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายอรรถยุทธ  ลียะวณิช,สมาคมนายจ้างผู้ประกอบการร้านค้าของชำ,ชาย,40-50 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นายอรัณย์  มิตรเกื้อกูล,หอการค้าจังหวัดสุพรรณบุรี,ชาย,51-60 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายอรุณ  บุญมาก,สมาคมข้าราชการบำเหน็จบำนาญ กระทรวงสาธารณสุข,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายอรุณ  เหมะชญาติ,สหกรณ์บางกะปิ จำกัด,ชาย,61-70 ปี,ปริญญาตรี,อื่นๆ,
ภาคเอกชน,นายอัคนาท  กาญจนจารี,มูลนิธิจอห์น ดี.เวสเตอร์,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอัจฉรินทร์  สารสาส,สมาคมอุตสาหกรรมยานยนต์ไทย,ชาย,61-70 ปี,ปริญญาตรี,ที่ปรึกษา,
ภาคเอกชน,นายอัชดา  เกษรศุกร์,มูลนิธิกตเวทิตาธรรม,ชาย,51-60 ปี,ปริญญาโท,วิชาชีพ,
ภาคเอกชน,นายอัฐวิชย์  วิจิตรานนท์,สมาคมชาวเพชรบุรี,ชาย,51-60 ปี,ปริญญาโท,ที่ปรึกษา,
ภาคเอกชน,นายอับดลรอหมาน  กาเหย็ม,สำนักงานคณะกรรมการอิสลามประจำจังหวัดสงขลา,ชาย,40-50 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายอัมพร  สุขเกษม,มูลนิธิดำรง พุฒตาล,ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาคเอกชน,นายอาชว์  เตาลานนท์,หอการค้าไทย,ชาย,61-70 ปี,ปริญญาเอก,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,พลโทอาชวัน  อินทรเกสร,มูลนิธิกรมพระธรรมนูญ,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,พลโทอานนท์  ตันติศิรินทร์,สมาคมชาวอุบลราชธานี,ชาย,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายอานนท์  บุราณเศรษฐ,สมาคมยกน้ำหนักสมัครเล่นแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นางสาวอารายา  ทรัพย์สมาน,มูลนิธิส่งเสริมศีลธรรมอิสลาม,หญิง,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,นางอารีย์ อิ้งจะนิล,สมาคมส่งเสริมสวัสดิการสังคมท่าเรือ,หญิง,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาคเอกชน,นายอาหะหมัด เบนโน,มูลนิธิศูนย์ตาดีกานราธิวาส,ชาย,40-50 ปี,ปริญญาโท,วิชาชีพ,
ภาคเอกชน,นายอำพล  ฉัตรไชยาฤกษ์,หอการค้าจังหวัดตาก,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นางอำไพวรรณ  ตรีสกุล,มูลนิธิช่วยเหลือเยาวชนสยาม (ธนบุรี),หญิง,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายอุกฤษฏ์  อัษฎาธร,สมาคมโรงงานน้ำตาลไทย,ชาย,40-50 ปี,ปริญญาเอก,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายอุดม  สมพร,สหกรณ์การเกษตรไท-ยวนราชบุรี จำกัด,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นางอุทุมพร  มุลพรม,มูลนิธิวัดฉัตรแก้วจงกลณี,หญิง,61-70 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นางอุไร  คุณานันทกุล,สภาองค์การนายจ้างแห่งประเทศไทย,หญิง,61-70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,1
ภาคเอกชน,คุณหญิงอุไรวรรณ  ศิรินุพงศ์,มูลนิธิกระดูกและเนื้อเยื่อเพื่อการแพทย์ในพระบรมราชินูปถัมภ์,หญิง,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,คุณหญิงอุไรวรรณ  ศิรินุพงศ์,มูลนิธิการแพทย์สยามบรมราชกุมารี,หญิง,71-80 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,คุณหญิงอุไรวรรณ  ศิรินุพงศ์,มูลนิธิช่วยคนตาบอดแห่งประเทศไทย ในพระบรมราชินูปถัมภ์,หญิง,71-80 ปี,ปริญญาโท,ข้าราชการประจำ,
ภาคเอกชน,ร้อยเอกอุส่าห์  ทุมมา,พุทธสมาคมแห่งประเทศไทยในพระบรมราชูปถัมภ์,ชาย,71-80 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาคเอกชน,นายเอกฉันท์  ทองพิริยกุล,หอการค้าจังหวัดอุดรธานี,ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาคเอกชน,คุณหญิงเอื้อทิพย์ บุญทรง,สตรีวิทยาสมาคมในพระราชูปถัมภ์สมเด็จพระศรีนครินทราบรมราชชนนี,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาคเอกชน,นายโอกาส  เตพละกุล,สมาคมนายจ้างผู้ค้าเครื่องจักรกล,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโอกาส  เตพละกุล,สมาคมนายจ้างผู้ค้าเครื่องประดับจากโลหะ,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโอกาส  เตพละกุล,สมาคมนายจ้างผู้จำหน่ายไส้กรอง,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโอกาส  เตพละกุล,สมาคมนายจ้างพัฒนาผู้ค้าอาหาร,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโอกาส  เตพละกุล,สมาคมนายจ้างส่งเสริมอตุสาหกรรมท่องเที่ยว,ชาย,61-70 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาคเอกชน,นายโอภาส  สุมนารถ,สหกรณ์ออมทรัพย์ครูนครพนม จำกัด,ชาย,51-60 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาคเอกชน,นายโอรส  วงษ์สิทธิ์,มูลนิธิกองทุนช่วยเหลือผู้ประสบภัยพิบัติจังหวัดปราจีนบุรี,ชาย,51-60 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นางกนกวรรณ  วงศ์กาวี,กลุ่มวิสาหกิจชุมชนกล้วยหอมทองยัดเยียด,หญิง,51-60 ปี,ปริญญาโท,เกษตรกร,
ภาควิชาชีพ,นายกมล  กมลตระกูล,มูลนิธิรพีพรเพื่อสวัสดิการนักเขียน,ชาย,51-60 ปี,ปริญญาตรี,นักวิชาการ / ครู / อาจารย์,
ภาควิชาชีพ,นายกษิเดช  คำอ้าย,สมาคมการบริหารงานบุคคล,ชาย,40-50 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาควิชาชีพ,นายกำธร  วังอุดม,สมาคมหนังสือพิมพ์ส่วนภูมิภาคแห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาควิชาชีพ,นายเก่งกาจ  จงใจพระ,มูลนิธิทรงคุณธรรม,ชาย,61-70 ปี,ปริญญาตรี,แพทย์,
ภาควิชาชีพ,พลตำรวจตรีเกริก  กัลยาณมิตร,สมาคมผู้ประกอบวิชาชีพบริหารการศึกษาพิจิตร เขต 1,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,1
ภาควิชาชีพ,นายเกรียง  วิศิษฎ์สรอรรถ,สมาคมหมอความยุติธรรม,ชาย,61-70 ปี,ปริญญาตรี,นักกฎหมาย,
ภาควิชาชีพ,นางเกศินี ไกรครุฑรี,สมาคมนิสิตเก่าสัตวแพทยศาสตร์ มหาวิทยาลัยเกษตรศาสตร์,หญิง,51-60 ปี,ปริญญาโท,แพทย์,
ภาควิชาชีพ,นางสาวเกษร  รักเซ็ง,มูลนิธิเพื่อการศึกษาอำเภอเถิน ,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นางเกษรี  ณรงค์เดช,สภาวิชาชีพบัญชี ในพระบรมราชูปถัมภ์,หญิง,71-80 ปี,ปริญญาโท,วิชาชีพ,
ภาควิชาชีพ,นางขนิษฐา  เทวินทรภักติ,สมาคมนักสังคมสงเคราะห์แห่งประเทศไทย,หญิง,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นายจงกล  ชมพันธุ์,สมาคมศึกษานิเทศก์ปราจีนบุรี,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นายจอมจิน  จันทรสกุล,เภสัชกรรมสมาคมแห่งประเทศไทย ในพระบรมราชูปถัมภ์,ชาย,61-70 ปี,ปริญญาโท,วิชาชีพ,
ภาควิชาชีพ,นายจอมจิน  จันทรสกุล,สภาเภสัชกรรม,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นางจันทร์จิรา วงษ์ขมทอง,สหพันธ์สมาคมวายดับเบิ่ลยูซีเอแห่งประเทศไทย,หญิง,51-60 ปี,ปริญญาเอก,อื่นๆ,
ภาควิชาชีพ,นางจารุพรรณ คุณพันธ์,สมาคมผู้ประกอบวิชาชีพครูเอกชนสมุทรสาคร,หญิง,51-60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์,
ภาควิชาชีพ,นายฉัตรพงษ์  วงษ์สุข,สมาคมการจัดการงานบุคคลแห่งประเทศไทย,ชาย,40-50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาควิชาชีพ,นางชนิตา  จอมพงษ์,สมาคมกฎหมายปกครองไทย,หญิง,40-50 ปี,ปริญญาโท,ที่ปรึกษา,
ภาควิชาชีพ,นางชมัยภร  บางคมบาง,สมาคมนักเขียนแห่งประเทศไทย,หญิง,51-60 ปี,ปริญญาตรี,วิชาชีพ,
ภาควิชาชีพ,นายชลิต  แก้วจินดา,สมาคมชาวไร่อ้อยลูกพระยาพิชัย,ชาย,61-70 ปี,ปริญญาโท,วิชาชีพ,1
ภาควิชาชีพ,นายชัชวาล  กิจจำนง,สมาคมวิชาชีพนักจัดรายการวิทยุโทรทัศน์ไทย,ชาย,51-60 ปี,ปริญญาตรี,นักกฎหมาย,
ภาควิชาชีพ,นายชัยนันท์  สุวรรณสถิตย์,กลุ่มเกษตรกรเลี้ยงสัตว์เด่นใหญ่,ชาย,51-60 ปี,ปริญญาตรี,เกษตรกร,
ภาควิชาชีพ,นายชัยยงค์  พรหมวงศ์,"มูลนิธิโรงเรียน
คณะครุศาสตร์อุปถัมภ์",ชาย,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาควิชาชีพ,นายชาติชัย อุดมกิจมงคล,สหกรณ์การเกษตรดอนไผ่ราชบุรี จำกัด,ชาย,40-50 ปี,ปริญญาโท,เกษตรกร,
ภาควิชาชีพ,นายโชคชัย บรรลุทางธรรม,สมาคมอสังหาริมทรัพย์ไทย,ชาย,40-50 ปี,ปริญญาตรี,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาควิชาชีพ,นายณรงค์ เจียมใจบรรจง,สมาคมผู้ผลิตผู้ค้าและส่งออกไข่ไก่,ชาย,40-50 ปี,ปริญญาตรี,รับจ้าง,
ภาควิชาชีพ,นายณัฏฐชัย  กันจาภากร,สหกรณ์เคหสถานประเวศพัฒนา จำกัด,ชาย,40-50 ปี,ปริญญาตรี,ข้าราชการบำนาญ,
ภาควิชาชีพ,นายณัฐพงษ์  หาญภัทรไชยกุล,สมาคมผู้ผลิตและผู้ส่งออกสินค้าหัตถกรรมภาคเหนือ,ชาย,40-50 ปี,ปริญญาโท,อื่นๆ,
ภาควิชาชีพ,นายเดชา ทองสุวรรณ,สำนักงานเลขาธิการคุรุสภา,ชาย,61-70 ปี,ปริญญาเอก,ผู้บริหาร / ลูกจ้างภาคเอกชน,
ภาควิชาชีพ,นายตวง  อันทะไชย,สมาคมข้าราชการพลเรือนและบุคลากรทางการศึกษา สังกัดกระทรวงศึกษาธิการ,ชาย,40-50 ปี,ปริญญาโท,ข้าราชการประจำ,1
ภาควิชาชีพ,นายทวีป  วานิชย์หานนท์,หอการค้าจังหวัดชุมพร,ชาย,51-60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย,
ภาควิชาชีพ,พลตำรวจโททองธัช  อินทรทัต,สมาคมนักกอล์ฟอาชีพอาวุโสไทย,ชาย,61-70 ปี,ปริญญาโท,ข้าราชการบำนาญ,
ภาควิชาชีพ,นางสาวทัศนา  บุญทอง,สภาการพยาบาล,หญิง,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,1
ภาควิชาชีพ,นางสาวทัศนา  บุญทอง,สมาคมพยาบาลแห่งประเทศไทย,หญิง,61-70 ปี,ปริญญาเอก,ข้าราชการบำนาญ,
ภาควิชาชีพ,นางทิพย์วัลย์ โพธิ์ทองนาค,สมาคมดนตรีแห่งประเทศไทยในพระบรมราชูปถัมภ์,หญิง,51-60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย,
ภาควิชาชีพ,นายธนภัทร  เหมือนจันทร์,สหกรณ์การเกษตรในเขตปฏิรูปที่ดินชะมวง,ชาย,40-50 ปี,ปริญญาโท,เกษตรกร,
ภาควิชาชีพ,นายธนะชัย  สันติชัยกูล,สมาคมผู้จัดพิมพ์และผู้จำหน่ายหนังสือพิมพ์แห่งประเทศไทย,ชาย,51-60 ปี,ปริญญาโท,ผู้บริหาร / ลูกจ้างภาคเอกชน,
